average_line_count,average_param_count,average_var_count,class_implements_last_name,class_last_name,class_last_name_is_different,class_name,implements,implements_name,method_count,project_name,total_line_count,total_param_count,total_var_count,pattern
0.0,1.0,1.0,,observer,True,PreferencesObserver,,,0.6931471805599453,TurtlePlayer,0.0,1,1,8
0.6931471805599453,1.0,1.0,,builder,True,PdqRouteBuilder,False,,0.6931471805599453,coala,0.6931471805599453,1,1,2
2.0794415416798357,9.0,9.0,,builder,True,DocumentEntryBuilder,False,,1.3862943611198906,coala,2.70805020110221,18,18,2
2.6855773452501515,4.0,4.0,,builder,True,CDABuilder,False,,1.6094379124341003,coala,3.7376696182833684,12,12,2
1.8718021769015913,5.0,5.0,builder,impl,True,PdqMessageBuilderImpl,True,Builder,1.9459101490553132,coala,3.5263605246161616,30,30,2
1.8718021769015913,5.0,5.0,builder,impl,True,PdqMessageBuilderImpl,True,Builder,1.9459101490553132,coala,3.5263605246161616,30,30,2
0.9162907318741551,1.5,1.5,,decorator,True,BuildConsoleStreamDecorator,False,,1.791759469228055,cdt,1.9459101490553132,6,6,3
0.8574502318512216,1.7857142857142858,1.7857142857142858,listener,proxy,True,AbstractCExtensionProxy,True,Listener,2.8903717578961645,cdt,2.995732273553991,25,25,10
1.0986122886681098,1.7222222222222223,1.7222222222222223,listener,proxy,True,PathEntryStoreProxy,True,Listener,3.4011973816621555,cdt,3.6109179126442243,31,31,10
1.462834438242225,3.4545454545454546,3.4545454545454546,,visitor,True,CStructureCreatorVisitor,False,,3.4011973816621555,cdt,4.30406509320417,76,76,12
1.927891643552635,5.65,5.65,builder,builder2,True,CModelBuilder2,True,Builder,4.127134385045092,cdt,5.4638318050256105,226,226,2
0.6931471805599453,0.0,0.0,imitty,adapter,True,MITTYAdapter,True,IMITTY,1.791759469228055,cdt,1.3862943611198906,0,0,1
1.5686159179138452,3.8,3.8,listener,adapter,True,DelegatingDragAdapter,True,Listener,2.1972245773362196,cdt,2.995732273553991,19,19,1
1.0352426747355203,1.631578947368421,1.631578947368421,ipdom,proxy,True,PDOMProxy,True,IPDOM,4.61512051684126,cdt,4.248495242049359,62,62,10
1.0986122886681098,2.0,2.0,listener,adapter,True,BasicSelectionTransferDragAdapter,True,Listener,1.791759469228055,cdt,2.3978952727983707,10,10,1
0.6931471805599453,1.0,1.0,,visitor,True,CPPASTAllVisitor,False,,2.8903717578961645,cdt,2.8903717578961645,17,17,12
1.2809338454620642,2.4,2.4,,visitor,True,IndexerASTVisitor,False,,2.833213344056216,cdt,3.6888794541139363,36,36,12
0.6931471805599453,1.0,1.0,visitor,visitor,True,ASTGenericVisitor,True,Visitor,3.713572066704308,cdt,3.713572066704308,40,40,12
1.1765738301378217,1.648648648648649,1.648648648648649,,visitor,True,ChangeGeneratorWriterVisitor,False,,3.6888794541139363,cdt,4.430816798843313,61,61,12
2.2629198365900534,7.166666666666667,7.166666666666667,,builder,True,ControlFlowGraphBuilder,False,,3.828641396489095,cdt,5.049856007249537,129,129,2
1.0986122886681098,1.25,1.25,adapter,adapter,True,CWorkbenchAdapter,True,Adapter,1.791759469228055,cdt,2.1972245773362196,5,5,1
0.0,1.0,1.0,,visitor,True,IPathSettingsContainerVisitor,,,0.6931471805599453,cdt,0.0,1,1,12
0.9343092373768334,1.0,1.0,object,proxy,True,CDataProxy,True,Object,3.4657359027997265,cdt,3.5553480614894135,22,22,10
1.791759469228055,2.5,2.5,,adapter,True,CodeReaderAdapter,False,,1.3862943611198906,cdt,2.3978952727983707,5,5,1
0.6931471805599453,0.5,0.5,console,adapter,True,MultiBuildConsoleAdapter,True,Console,2.3978952727983707,cdt,1.6094379124341003,2,2,1
1.133098464739279,2.210526315789474,2.210526315789474,listener,adapter,True,CDTViewerDropAdapter,True,Listener,3.044522437723423,cdt,3.713572066704308,42,42,1
1.133098464739279,2.210526315789474,2.210526315789474,listener,adapter,True,CDTViewerDropAdapter,True,Listener,3.044522437723423,cdt,3.713572066704308,42,42,1
0.832909122935104,2.0,2.0,,prototype,True,AutoconfPrototype,False,,2.3978952727983707,cdt,2.6390573296152584,20,20,9
1.0986122886681098,3.0,3.0,,decorator,True,CNavigatorProblemsLabelDecorator,False,,0.6931471805599453,cdt,1.0986122886681098,3,3,3
1.8414310790252926,4.798611111111111,4.798611111111111,visitor,visitor,True,CodeFormatterVisitor,True,Visitor,5.0106352940962555,cdt,6.639875833826536,691,691,12
1.0704414117014134,3.333333333333333,3.333333333333333,generator,builder,True,ACBuilder,True,Generator,2.70805020110221,cdt,3.1780538303479458,40,40,2
0.0,1.1538461538461535,1.1538461538461535,,adapter,True,IndexerInputAdapter,False,,3.044522437723423,cdt,0.0,15,15,1
