average_line_count,average_param_count,average_var_count,class_implements_last_name,class_last_name,class_last_name_is_different,class_name,implements,implements_name,method_count,project_name,total_line_count,total_param_count,total_var_count,pattern
0.0,0.6931471805599453,0.6931471805599453,,observer,True,PreferencesObserver,,,1,TurtlePlayer,0,1,1,8
0.6931471805599453,0.6931471805599453,0.6931471805599453,,builder,True,PdqRouteBuilder,False,,1,coala,1,1,1,2
2.0794415416798357,2.302585092994046,2.302585092994046,,builder,True,DocumentEntryBuilder,False,,3,coala,14,18,18,2
2.6855773452501515,1.6094379124341003,1.6094379124341003,,builder,True,CDABuilder,False,,4,coala,41,12,12,2
1.8718021769015913,1.791759469228055,1.791759469228055,builder,impl,True,PdqMessageBuilderImpl,True,Builder,6,coala,33,30,30,2
1.8718021769015913,1.791759469228055,1.791759469228055,builder,impl,True,PdqMessageBuilderImpl,True,Builder,6,coala,33,30,30,2
0.9162907318741551,0.9162907318741551,0.9162907318741551,,decorator,True,BuildConsoleStreamDecorator,False,,5,cdt,6,6,6,3
0.8574502318512216,1.0245043165143877,1.0245043165143877,listener,proxy,True,AbstractCExtensionProxy,True,Listener,17,cdt,19,25,25,10
1.0986122886681098,1.001448540214462,1.001448540214462,listener,proxy,True,PathEntryStoreProxy,True,Listener,29,cdt,36,31,31,10
1.462834438242225,1.4939250253122562,1.4939250253122562,,visitor,True,CStructureCreatorVisitor,False,,29,cdt,73,76,76,12
1.927891643552635,1.8946168546677629,1.8946168546677629,builder,builder2,True,CModelBuilder2,True,Builder,61,cdt,235,226,226,2
0.6931471805599453,0.0,0.0,imitty,adapter,True,MITTYAdapter,True,IMITTY,5,cdt,3,0,0,1
1.5686159179138452,1.5686159179138452,1.5686159179138452,listener,adapter,True,DelegatingDragAdapter,True,Listener,8,cdt,19,19,19,1
1.0352426747355203,0.9675840262617056,0.9675840262617056,ipdom,proxy,True,PDOMProxy,True,IPDOM,100,cdt,69,62,62,10
1.0986122886681098,1.0986122886681098,1.0986122886681098,listener,adapter,True,BasicSelectionTransferDragAdapter,True,Listener,5,cdt,10,10,10,1
0.6931471805599453,0.6931471805599453,0.6931471805599453,,visitor,True,CPPASTAllVisitor,False,,17,cdt,17,17,17,12
1.2809338454620642,1.2237754316221157,1.2237754316221157,,visitor,True,IndexerASTVisitor,False,,16,cdt,39,36,36,12
0.6931471805599453,0.6931471805599453,0.6931471805599453,visitor,visitor,True,ASTGenericVisitor,True,Visitor,40,cdt,40,40,40,12
1.1765738301378217,0.9740495660263475,0.9740495660263475,,visitor,True,ChangeGeneratorWriterVisitor,False,,39,cdt,83,61,61,12
2.2629198365900534,2.100060828882572,2.100060828882572,,builder,True,ControlFlowGraphBuilder,False,,45,cdt,155,129,129,2
1.0986122886681098,0.8109302162163288,0.8109302162163288,adapter,adapter,True,CWorkbenchAdapter,True,Adapter,5,cdt,8,5,5,1
0.0,0.6931471805599453,0.6931471805599453,,visitor,True,IPathSettingsContainerVisitor,,,1,cdt,0,1,1,12
0.9343092373768334,0.6931471805599453,0.6931471805599453,object,proxy,True,CDataProxy,True,Object,31,cdt,34,22,22,10
1.791759469228055,1.252762968495368,1.252762968495368,,adapter,True,CodeReaderAdapter,False,,3,cdt,10,5,5,1
0.6931471805599453,0.4054651081081644,0.4054651081081644,console,adapter,True,MultiBuildConsoleAdapter,True,Console,10,cdt,4,2,2,1
1.133098464739279,1.1664348850068709,1.1664348850068709,listener,adapter,True,CDTViewerDropAdapter,True,Listener,20,cdt,40,42,42,1
1.133098464739279,1.1664348850068709,1.1664348850068709,listener,adapter,True,CDTViewerDropAdapter,True,Listener,20,cdt,40,42,42,1
0.832909122935104,1.0986122886681098,1.0986122886681098,,prototype,True,AutoconfPrototype,False,,10,cdt,13,20,20,9
1.0986122886681098,1.3862943611198906,1.3862943611198906,,decorator,True,CNavigatorProblemsLabelDecorator,False,,1,cdt,2,3,3,3
1.8414310790252926,1.7576184252748548,1.7576184252748548,visitor,visitor,True,CodeFormatterVisitor,True,Visitor,149,cdt,764,691,691,12
1.0704414117014134,1.466337068793427,1.466337068793427,generator,builder,True,ACBuilder,True,Generator,14,cdt,23,40,40,2
0.0,0.7672551527136671,0.7672551527136671,,adapter,True,IndexerInputAdapter,False,,20,cdt,0,15,15,1
1.2622417124499117,1.5686159179138452,1.5686159179138452,decorator,decorator,True,ProblemsLabelDecorator,True,Decorator,17,cdt,38,57,57,3
1.120591195386885,1.4190841839428814,1.4190841839428814,proxy,strategy,True,DefaultVMModelProxyStrategy,True,Proxy,38,cdt,62,94,94,10
2.0794415416798357,1.8718021769015913,1.8718021769015913,factory,factory,True,ExternalEditorInputFactory,True,Factory,6,cdt,28,22,22,5
0.9162907318741551,0.6931471805599453,0.6931471805599453,,proxy,True,SignalsViewModelProxy,False,,4,cdt,3,2,2,10
1.0383530971499129,1.0445450673978338,1.0445450673978338,listener,adapter,True,DocumentAdapter,True,Listener,68,cdt,104,105,105,1
0.0,0.6931471805599453,0.6931471805599453,,visitor,True,ICPPASTVisitor,,,6,cdt,0,6,6,12
1.2237754316221157,0.9932517730102833,0.9932517730102833,container,container,True,CDataProxyContainer,True,Container,22,cdt,24,17,17,10
